title,lines
New and updated long-periodic terms in harmonic development of the Earth tide-generating potential,[]
Targeting cluster galaxies for the 4MOST CHANCES Low-z sub-survey with photometric redshifts,[]
"Magnetic fields in the intracluster medium with TNG-Cluster: properties, morphology, and tangential anisotropy",[]
ZTF-SEDm Type Ia supernova sample for Twins Embedding spectrophotometric standardisation,[]
A search for the anomalous events detected by ANITA using the Pierre Auger Observatory,"[""The Antarctic Impulsive Transient Antenna (ANITA) instruments, flown on long duration NASA balloons at 30--39~km altitudes above Antarctica, have detected radio pulses that are consistent with coherent emission from Ultra-High-Energy Cosmic Ray (UHECR) air showers. The large horizontal polarization of the pulses is consistent with the geomagnetic effect due to the Earth's magnetic field~\\cite{ANITA:2010ect}.""]"
The ODYSSEUS Survey. Characterizing magnetospheric geometries and hotspot structures in T Tauri stars,"['\\affiliation{Department of Astronomy, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA}', '\\affiliation{Institute for Astrophysical Research, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA}', '\\affiliation{Department of Astronomy, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA}', '\\affiliation{Institute for Astrophysical Research, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA}', '\\affiliation{Division of Physics and Astronomy, Alfred University, 1 Saxon Drive, Alfred, NY 14802, USA}', '\\affiliation{Department of Physics, Faculty of Science, Chulalongkorn University, 254 Phayathai Road, Pathumwan, Bangkok 10330, Thailand}', '\\affiliation{Department of Astronomy, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA}', '\\affiliation{Institute for Astrophysical Research, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA}', '\\affiliation{Department of Astronomy, University of Michigan, 311 West Hall, 1085 S. University Avenue, Ann Arbor, MI 48109, USA}', '\\affil{Department of Physics and Astronomy, University of Nevada, Las Vegas, 4505 S. Maryland Pkwy, Las Vegas, NV 89154, USA}', '\\affil{Nevada Center for Astrophysics, University of Nevada, 4505 S. Maryland Pkwy., Las Vegas, NV 89154-4002, USA}', '\\affiliation{Department of Physics and Astronomy, Stony Brook University, Stony Brook NY 11794-3800, USA}', '\\affiliation{Department of Astronomy, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA}', '\\affiliation{Institute for Astrophysical Research, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA}', '\\affiliation{European Southern Observatory, Karl-Schwarzschild-Strasse 2, 85748 Garching, Germany}']"
The Discovery of 25 um Interstellar Methanol,[]
DESI Strong Lens Foundry II: DESI Spectroscopy for Strong Lens Candidates,[]
Effect of Numerically Controlled Oscillator Bit Width in Phase Meters,[]
20 years of disk winds in 4U 1630-47 -- I. Long-term behavior and influence of hard X-rays,"['Department of Physics, Ehime University, 2-5, Bunkyocho, Matsuyama, Ehime 790-8577, Japan\\\\', 'Dipartimento di Matematica e Fisica, Università degli Studi Roma Tre, via della Vasca Navale 84, 00146 Roma, Italy', 'Univ. Grenoble Alpes, CNRS, IPAG, 38000 Grenoble, France', 'Université Paris Cité, Université Paris-Saclay, CEA, CNRS, AIM, 91191 Gif-sur-Yvette, France', 'INAF, Istituto di Astrofisica e Planetologia Spaziali, via del fosso del Cavaliere 100, I-00133 Roma, Italy', ""Astronomical Institute of the Czech Academy of Sciences, Bo\\v{c} n\\'{i} II 1401, 14100 Praha, Czech Republic"", 'INAF, Istituto di Astrofisica Spaziale e Fisica Cosmica, Via U. La Malfa 153, I-90146 Palermo, Italy', 'Dep. of Physics and Astronomy, Clemson University, Kinard Lab of Physics, 140 Delta Epsilon Ct, Clemson, SC 29634, USA', 'INAF, Osservatorio Astronomico di Roma, Via Frascati 33, I-00078 Monte Porzio Catone, Italy']"
XRISM spectroscopy on orbital modulation of Fe Ly$α$ lines in Cygnus X-3,"['\\altaffiltext{1}{Department of Physics, Graduate School of Science, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo 113-0033, Japan}', '\\altaffiltext{2}{Institute of Space and Astronautical Science (ISAS), Japan Aerospace Exploration Agency (JAXA), 3-1-1 Yoshinodai, Chuo-ku, Sagamihara, Kanagawa 252-5210,', 'Japan}', '\\altaffiltext{3}{Department of Science and Engineering, Graduate School of Science and Engineering, Aoyama Gakuin University, 5-10-1, Fuchinobe, Sagamihara 252-5258, Japan}', '\\altaffiltext{4}{University of Maryland College Park, Department of Astronomy, College Park, MD 20742, USA}', '\\altaffiltext{5}{NASA Goddard Space Flight Center, 8800 Greenbelt Rd, Greenbelt, MD 20771, USA}', '\\altaffiltext{6}{Center for Research and Exploration in Space Science and Technology, NASA / GSFC (CRESST II), Greenbelt, MD 20771, USA}', '\\altaffiltext{7}{Department of Physics, Kyoto University, Kitashirakawa-Oiwake-cho, Sakyo-ku, Kyoto, 606-8502, Japan}', '\\altaffiltext{8}{Department of Physics, Rikkyo University, Toshima-Ku, Tokyo, 171-8501, Japan}', '\\altaffiltext{9}{Department of Earth and Space Science, Graduate School of Science, Osaka University, 1-1 Machikaneyama, Toyonaka, Osaka 560-0043, Japan}', '\\altaffiltext{10}{Lawrence Livermore National Laboratory, 7000 East Avenue, Livermore, CA 94550, USA}', '\\altaffiltext{11}{College of Science and Engineering, Kanto Gakuin University, 1-50-1 Mutsuura Higashi, Kanazawa-ku, Yokohama, Kanagawa 236-8501, Japan}', '\\altaffiltext{12}{Institute for Space-Earth Environmental Research (ISEE), Nagoya University, Furo-cho, Chikusa-ku, Nagoya, Aichi 464-8601, Japan}', '\\altaffiltext{13}{Department of Astronomy, University of Michigan, Ann Arbor, MI 48109, USA}', '\\altaffiltext{14}{Department of Physics, Norwegian University of Science and Technology, NO-7491 Trondheim, Norway}', '\\altaffiltext{15}{Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, Cambridge, MA 02138, USA}']"
EP240801a/XRF 240801B: An X-ray Flash Detected by the Einstein Probe and Implications of its Multiband Afterglow,"[""\\affiliation{National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China}"", ""\\affiliation{School of Astronomy and Space Science, University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China}"", ""\\affiliation{National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China}"", ""\\affiliation{Altay Astronomical Observatory, Altay, Xinjiang 836500, People's Republic of China}"", '\\affiliation{Radboud University Nijmegen, Department of Astrophysics/IMAPP, P.O.~Box 9010, Nijmegen, 6500~GL, The Netherlands}', '\\affiliation{Radboud University Nijmegen, Department of Astrophysics/IMAPP, P.O.~Box 9010, Nijmegen, 6500~GL, The Netherlands}', '\\affiliation{Department of Astronomy, School of Physics, Huazhong University of Science and Technology, Wuhan, 430074, People’s Republic of China}', ""\\affiliation{National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China}"", ""\\affiliation{Purple Mountain Observatory, Chinese Academy of Sciences, Nanjing 210023, People's Republic of China}"", '\\affiliation{Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People’s Republic of China}', ""\\affiliation{National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China}"", ""\\affiliation{School of Astronomy and Space Science, Nanjing University, Nanjing 210093, People's Republic of China}"", ""\\affiliation{Key Laboratory of Modern Astronomy and Astrophysics (Nanjing University), Ministry of Education, People's Republic of China}"", ""\\affiliation{National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China}"", ""\\affiliation{School of Astronomy and Space Science, University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China}"", ""\\affiliation{National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China}"", '\\affiliation{Department of Astronomy, University of California, Berkeley, CA 94720-3411, USA}', '\\affiliation{Radboud University Nijmegen, Department of Astrophysics/IMAPP, P.O.~Box 9010, Nijmegen, 6500~GL, The Netherlands}', '\\affiliation{Radboud University Nijmegen, Department of Astrophysics/IMAPP, P.O.~Box 9010, Nijmegen, 6500~GL, The Netherlands}', '\\affiliation{Space Research Institute, Russian Academy of Sciences, Profsoyuznaya ul. 84/32, Moscow, 117997, Russia}', '\\affiliation{National Research University “Higher School of Economics”, Myasnitskaya ul. 20, Moscow, 101000, Russia}', '\\affiliation{Moscow Institute of Physics and Technology (MIPT), Institutskiy Pereulok, 9, Dolgoprudny, 141701, Russia}', ""\\affiliation{School of Physics and Astronomy, Beijing Normal University, Beijing 100875, People's Republic of China}"", ""\\affiliation{Institute for Frontier in Astronomy and Astrophysics, Beijing Normal University, Beijing 102206, People's Republic of China}""]"
The impact of higher-order distortions on the precise measurement of weak gravitational lensing shear and flexion,[]
"Spectropolarimetric characterisation of exoplanet host stars in preparation of the $Ariel$ mission II. The magnetised wind environment of TOI-1860, DS Tuc A, and HD 63433",[]
Parallel Alignments between Magnetic Fields and Dense Structures in the Central Molecular Zone,[]
Ionospheric Electron Heat Flow Modulates Planetary Ambipolar Electric Fields,[]
Strong Lens Discoveries in DESI Legacy Imaging Surveys DR10 with Two Deep Learning Architectures,[]
Classical Cepheids in the Galactic thin disk. I. Abundance gradients through NLTE spectral analysis,[]
Discovery of a Debris Disk Around TWA 20,[]
Millimeter-Wavelength Observations of the Active Sun: Unveiling the Origins of Space Weather,[]
Photometric Analysis of TCP J20171288$+$1156589 -- WZ Sge Type Dwarf Nova with Delayed Ordinary Superhumps Emergence,[]
A sub-ppm upper limit on the cosmological variations of the fine structure constant alpha,[]
Signal Drop in Magnification Profiles: Combining Lensing Simulations and Observations,[]
Constraining the Stellar-to-Halo Mass Relation with Galaxy Clustering and Weak Lensing from DES Year 3 Data,"['\\affiliation{HEP Division, Argonne National Laboratory, 9700 South Cass Avenue, Lemont, IL 60439, USA}', '\\affiliation{Kavli Institute for Cosmological Physics, University of Chicago, Chicago, IL 60637, USA}', '\\affiliation{Department of Astronomy and Astrophysics, University of Chicago, Chicago, IL 60637, USA}', '\\affiliation{Kavli Institute for Cosmological Physics, University of Chicago, Chicago, IL 60637, USA}', '\\affiliation{Department of Astronomy, University of Geneva, ch. d’Ecogia 16, 1290 Versoix, Switzerland}', '\\affiliation{Department of Physics \\& Astronomy, University College London, Gower Street, London, WC1E 6BT, UK}', '\\affiliation{Institute of Space Sciences (ICE, CSIC),  Campus UAB, Carrer de Can Magrans, s/n,  08193 Barcelona, Spain}', '\\affiliation{Instituto de Fısica Teorica, Universidade Estadual Paulista, Sao Paulo, 01140-070, Brazil}', '\\affiliation{Department of Physics, University of Michigan, Ann Arbor, MI 48109, USA}', '\\affiliation{Department of Astrophysical Sciences, Princeton University, Peyton Hall, Princeton, NJ 08544, USA}', '\\affiliation{Physics Department, 2320 Chamberlin Hall, University of Wisconsin-Madison, 1150 University Avenue, Madison, WI 53706-1390, USA}', '\\affiliation{Argonne National Laboratory, 9700 South Cass Avenue, Lemont, IL 60439, USA}', '\\affiliation{Department of Physics and Astronomy, University of Pennsylvania, Philadelphia, PA 19104, USA}', '\\affiliation{Department of Physics, Northeastern University, Boston, MA 02115, USA}', 'USA}', '\\affiliation{Universidad de La Laguna, Dpto. Astrofísica, E-38206 La Laguna, Tenerife, Spain}', '\\affiliation{Instituto de Astrofisica de Canarias, E-38205 La Laguna, Tenerife, Spain}', ""\\affiliation{Laborat\\'orio Interinstitucional de e-Astronomia - LIneA, Rua Gal. Jos\\'e Cristino 77, Rio de Janeiro, RJ - 20921-400, Brazil}"", '1002 W. Green Street, Urbana, IL 61801, USA}']"
A Spatial Gap in the Sky Distribution of Fast Radio Burst Detections Coinciding with Galactic Plasma Overdensities,[]
A laboratory plasma experiment for X-ray astronomy using a compact electron beam ion trap (EBIT),[]
ALMAGAL III. Compact source catalog: Fragmentation statistics and physical evolution of the core population,"['\\institute{INAF - Istituto di Astrofisica e Planetologia Spaziali (IAPS), Via Fosso del Cavaliere 100, I-00133 Roma, Italy \\label{iaps}', '\\and Dipartimento di Fisica, Sapienza Universita’ di Roma, Piazzale Aldo Moro 2, I-00185, Rome, Italy \\label{sapienza}', 'Carrer de Can Magrans s/n, E-08193, Barcelona, Spain \\label{csic}', ""\\and Institut d'Estudis Espacials de Catalunya (IEEC), E-08860, Castelldefels (Barcelona), Spain \\label{ieec}"", '\\and Physikalisches Institut der Universit\\""at zu K\\""oln, Z\\""ulpicher Str. 77, D-50937 K\\""oln, Germany \\label{koln}', '\\and University of Connecticut, Department of Physics, 2152 Hillside Road, Unit 3046 Storrs, CT 06269, USA \\label{uconn}', '\\and Jodrell Bank Centre for Astrophysics, Oxford Road, The University of Manchester, Manchester M13 9PL, UK \\label{uman}', '\\and Max Planck Institute for Astronomy, K\\""onigstuhl 17, 69117 Heidelberg, Germany \\label{mph}', '\\and Center for Astrophysics, Harvard \\& Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA \\label{cfa}', '\\and INAF-Osservatorio Astrofisico di Arcetri, Largo E. Fermi 5, 50125, Firenze, Italy \\label{arcetri}', '\\and Universit\\""{a}t Heidelberg, Zentrum f\\""{u}r Astronomie, Institut f\\""{u}r Theoretische Astrophysik, Albert-Ueberle-Str. 2, 69120 Heidelberg, Germany \\label{ITA}', 'Universit\\""{a}t Heidelberg, Interdisziplin\\""{a}res Zentrum f\\""{u}r Wissenschaftliches Rechnen, Im Neuenheimer Feld 205, 69120 Heidelberg, Germany \\label{IWR}', '\\and Center for Data and Simulation Science, University of Cologne, Germany \\label{datacologne}', ""\\and Laboratoire d’\\'Etudes du Rayonnement et de la Mati\\`ere en Astrophysique et Atmosph\\`eres (LERMA), Observatoire de Paris, Meudon, France \\label{lerma}"", '\\and Max-Planck-Institute for Extraterrestrial Physics (MPE), Garching bei M\\""unchen, Germany \\label{mpe}', '\\and SKA Observatory, Jodrell Bank, Lower Withington, Macclesfield SK11 9FT, UK \\label{ska}', '\\and UK ALMA Regional Centre Node, M13 9PL, UK \\label{almauk}', '\\and National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville VA 22903, USA \\label{nraova}', '\\and Institute of Astronomy and Astrophysics, Academia Sinica, 11F of ASMAB, AS/NTU No.\\ 1, Sec.\\ 4, Roosevelt Road, Taipei 10617, Taiwan \\label{asiaa}', '\\and Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109, USA \\label{jpl}', ""\\and Universit\\'e Paris-Saclay, Universit\\'e Paris-Cit\\'e, CEA, CNRS, AIM, 91191 Gif-sur-Yvette, France \\label{saclay}"", ""\\and East Asian Observatory, 660 N.\\ A'ohoku, Hilo, Hawaii, HI 96720, USA \\label{hawaii}"", '\\and School of Engineering and Physical Sciences, Isaac Newton Building, University of Lincoln, Brayford Pool, Lincoln, LN6 7TS, United Kingdom \\label{linc}', '\\and UK Astronomy Technology Centre, Royal Observatory Edinburgh, Blackford Hill, Edinburgh, EH9 3HJ, UK \\label{edin}', '\\and Faculty of Physics, University of Duisburg-Essen, Lotharstraße 1, D-47057 Duisburg, Germany \\label{duis}', '\\and Shanghai Astronomical Observatory, Chinese Academy of Sciences, 80 Nandan Road, Shanghai 200030, China \\label{shanghai}', '\\and School of Physics and Astronomy, The University of Leeds, Woodhouse Lane, Leeds LS2 9JT, UK \\label{leeds}', '\\and INAF - Astronomical Observatory of Capodimonte, Via Moiariello 16, I-80131 Napoli, Italy \\label{napoli}', '\\and Dipartimento di Fisica, Università di Roma Tor Vergata, Via della Ricerca Scientifica 1, I-00133 Roma, Italy \\label{torver}', ""\\and Cardiff Hub for Astrophysics Research \\& Technology, School of Physics \\& Astronomy, Cardiff University, Queen's Buildings, The Parade, Cardiff CF24 3AA, UK \\label{cardiff}"", '\\and INAF-Istituto di Radioastronomia, Via P. Gobetti 101, I-40129 Bologna, Italy \\label{inafbo}', '\\and National Astronomical Observatory of Japan, National Institutes of Natural Sciences, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan \\label{naoj}', '\\and Department of Earth and Planetary Sciences, Institute of Science Tokyo, Meguro, Tokyo, 152-8551, Japan \\label{meguro}', '\\and Kapteyn Astronomical Institute, University of Groningen, 9700, AV Groningen, The Netherlands \\label{gron}', '\\and Kapteyn Astronomical Institute, University of Groningen, 9700, AV Groningen, The Netherlands \\label{gron}', '\\and SRON Netherlands Institute for Space Research, Landleven 12, 9747, AD Groningen, The Netherlands \\label{sron}', '\\and SRON Netherlands Institute for Space Research, Landleven 12, 9747, AD Groningen, The Netherlands \\label{sron}', '\\and Max-Planck-Institut f\\""ur Radioastronomie, Auf dem H\\""ugel 69, D-53121 Bonn, Germany \\label{bonn}', '\\and Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands \\label{leiden}', '\\and Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands \\label{leiden}', '\\and Departamento de Astronomía, Universidad de Chile, Casilla 36-D, Santiago, Chile \\label{unichile}', '\\and Universidad Autonoma de Chile, Avda Pedro de Valdivia 425, Santiago de Chile \\label{uniautochile}']"
Dust in the Smith Cloud? A UV Investigation into the Smith Cloud's Gas-Phase Abundance Patterns,"['\\affiliation{Department of Physics \\& Astronomy, Texas Christian University, Fort Worth, TX 76129, USA}', '\\affiliation{Department of Physics \\& Astronomy, Texas Christian University, Fort Worth, TX 76129, USA}', '\\author[0000-0003-4237-3553]{Frances H. Cashman}', '\\affiliation{Presbyterian College, Clinton, SC 29325, USA}', '\\affiliation{Department of Physics \\& Astronomy, Johns Hopkins University, 3400 N. Charles Street, Baltimore, MD 21218, USA}', '\\affiliation{Supported by NASA/NSF, affiliated with Department of Astronomy, University of Wisconsin-Madison, Madison, WI 53706, USA}', '\\affiliation{Associated Universities Inc., Washington, DC 22180, USA}', '\\affiliation{Green Bank Observatory, Green Bank, WV 24944, USA}', '\\affiliation{Department of Computer Science, Mathematics \\& Physics, University of British Columbia-Okanagan, Kelowna, BC V1V 1V8, Canada}', '\\affiliation{Dominion Radio Astrophysical Observatory, Herzberg Astronomy \\& Astrophysics Research Centre, National Research Council Canada, Penticton, BC V0H 1K0, Canada}', '\\affiliation{Department of Physics \\& Astronomy, Texas Christian University, Fort Worth, TX 76129, USA}', '\\affiliation{Department of Physics \\& Astronomy, Texas Christian University, Fort Worth, TX 76129, USA}', '\\affiliation{Space Telescope Science Institute, Baltimore, MD 21218, USA}', '\\affiliation{Department of Physics \\& Astronomy, Texas Christian University, Fort Worth, TX 76129, USA}', '\\affiliation{Department of Engineering, University of Washington, Seattle, WA 98195, USA}', '\\affiliation{Department of Physics \\& Astronomy, Texas Christian University, Fort Worth, TX 76129, USA}', '\\affiliation{University of Vermont, Burlington, VT 05405, USA}', '\\affiliation{Department of Physics \\& Astronomy, Texas Christian University, Fort Worth, TX 76129, USA}', '\\affiliation{Dominion Radio Astrophysical Observatory, Herzberg Astronomy and Astrophysics Research Centre, National Research Council Canada Box 248, Penticton, BC V2A 6K3, Canada}', '\\affiliation{Space Telescope Science Institute, Baltimore, MD 21218, USA}', '\\affiliation{Department of Physics \\& Astronomy, Johns Hopkins University, 3400 N. Charles Street, Baltimore, MD 21218, USA}']"
The Composite Spectrum of QSO Absorption Line Systems in DESI DR2,[]
MICONIC: JWST/MIRI MRS reveals a fast ionized gas outflow in the central region of Centaurus A,"['Spain\\\\', '{Telespazio UK for the European Space Agency (ESA), ESAC,', 'Spain}\\label{inst2}', 'Paris, 98bis bd Arago, 75014 Paris, France}\\label{inst3}', ""{Institut Universitaire de France, Minist\\`ere de l’Enseignement Sup\\'erieur et de la Recherche, 1 rue Descartes, 75231 Paris Cedex 05,"", 'France}\\label{inst4}', 'Martin Drive, Baltimore MD 21218, USA}\\label{inst5}', '{UK Astronomy Technology Centre, Royal Observatory, Blackford Hill', 'Edinburgh, EH9 3HJ, Scotland, UK}\\label{inst6}', 'Madrid, Alfonso XII, 3, 28014 Madrid, Spain}\\label{inst7}', 'B-9000 Gent, Belgium}\\label{inst8}', 'The Netherlands}\\label{inst9}', 'The Netherlands}\\label{inst9}', ""Torrej\\'on de Ardoz, 28850, Madrid, Spain}\\label{inst10}"", 'Institut der Universit\\""at zu K\\""oln, Z\\""ulpicher Str. 77, D-50937 K\\""oln, Germany}\\label{inst11}', 'D-53121 Bonn, Germany}\\label{inst12}', 'Centre, AlbaNova, SE-106 91 Stockholm, Sweden}\\label{inst13}', '92190 Meudon, France}\\label{inst14}', 'Heidelberg, Germany}\\label{inst15}']"
Living on the edge: Testing for compact population features at the edges of parameter space,[]
The ExoGRAVITY survey: a K-band spectral library of giant exoplanet and brown dwarf companions,[]
On the source sizes of type II radio bursts with LOFAR,"['Udaipur Solar Observatory, Physical Research Laboratory, Dewali, Badi Road, Udaipur-313 001, Rajasthan, India\\\\', 'Department of Physics, University of Helsinki, P.O. Box 64, FI-00014, Helsinki, Finland', 'Solar Physics Lab, NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA', 'Department of Physics and Astronomy, University of Turku, 20014, Turku, Finland', 'Dept. of Space Planetary Astronomical Sciences and Engineering (SPASE), IITK, Kanpur 208016, India', 'Center for Solar-Terrestrial Research, New Jersey Institute of Technology, Newark, NJ 07102, USA', 'Center for Solar-Terrestrial Research, New Jersey Institute of Technology, Newark, NJ 07102, USA', 'Cooperative Programs for the Advancement of Earth System Science, University Corporation for Atmospheric Research, Boulder, CO, USA', 'Department of Mathematics,  Faculty of Science, KU Leuven, Oude Markt 13, 3000 Leuven, Belgium', 'ASTRON, The Netherlands Institute for Radio Astronomy, Oude Hoogeveensedijk 4, 7991 PD Dwingeloo, The Netherlands', 'ASTRON, The Netherlands Institute for Radio Astronomy, Oude Hoogeveensedijk 4, 7991 PD Dwingeloo, The Netherlands']"
The kinetic Sunyaev Zeldovich effect as a benchmark for AGN feedback models in hydrodynamical simulations: insights from DESI + ACT,[]
Ultra-high-energy γ-ray emission associated with the tail of a bow-shock pulsar wind nebula,['\\def\\pasa{Publ. Astron. Soc. Australia}']
Patterns of X-ray and $γ$-ray Flares: from Blazar to Maganetar and Sun,"['\\affiliation{Department of Mathematics and Statistics, Yunnan University, Kunming 650091, China;}', '\\affiliation{Department of Astronomy, Key Laboratory of Astroparticle Physics of Yunnan Province, Yunnan University, Kunming 650091, China;}', '\\affiliation{Department of Astronomy, Key Laboratory of Astroparticle Physics of Yunnan Province, Yunnan University, Kunming 650091, China;}', 'WuHan, HuBei, China;}', '\\affiliation{Department of Physical Science and Engineering, Beijing Jiaotong University, Beijing 100044, Peopleʼs Republic of China;}', ""\\affiliation{Shanghai Astronomical Observatory, Chinese Academy of Sciences, 80 Nandan Road, Shanghai 200030, People's Republic of China}"", '\\affiliation{Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, Peopleʼs Republic of China;}', '\\affiliation{Department of Astronomy, Key Laboratory of Astroparticle Physics of Yunnan Province, Yunnan University, Kunming 650091, China;}', '\\affiliation{Department of Mathematics and Statistics, Yunnan University, Kunming 650091, China;}']"
In-orbit Spectral Calibration Prospects for the COSI Space Telescope,[]
Stellar tidal streams around nearby spiral galaxies with deep imaging from amateur telescopes,"[""$^{1}$ Centro de Estudios de F\\'isica del Cosmos de Arag\\'on (CEFCA), Unidad Asociada al CSIC, Plaza San Juan 1, 44001 Teruel, Spain\\\\"", '$^{2}$ ARAID Foundation, Avda. de Ranillas, 1-D, E-50018 Zaragoza, Spain\\\\', ""$^{3}$ Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronom\\'\\i a,  E-18080 Granada, Spain\\\\"", '$^{4}$ Ruhr University Bochum, Faculty of Physics and Astronomy, Astronomical Institute (AIRUB), 44780 Bochum, Germany \\\\', '$^{5}$ Department of Physics, University of Surrey, Guildford GU2 7XH, UK \\\\', ""$^{5}$Departamento de F{\\'\\i}sica de la Tierra y Astrof{\\'\\i}sica, Universidad Complutense de Madrid, E-28040 Madrid, Spain\\\\"", ""$^{6}$Instituto de F{\\'\\i}sica de Part{\\'\\i}culas y del Cosmos (IPARCOS), Universidad Complutense de Madrid, E-28040 Madrid, Spain\\\\"", '$^{7}$ UAI -- Unione Astrofili Italiani /P.I. Sezione Nazionale di Ricerca Profondo Cielo, 72024 Oria, Italy \\\\', '$^{8}$ Lund Observatory, Division of Astrophysics, Department of Physics, Lund University, Box 43, SE-221 00 Lund, Sweden \\\\', '$^{9}$ Max-Planck Institute for Astronomy, K\\""onigstuhl 17, 69117, Heidelberg, Germany\\\\', '$^{10}$ Astronomisches Rechen-Institut, Zentrum f{\\""u}r Astronomie der Universit{\\""a}t Heidelberg, M{\\""o}nchhofstr.\\ 12--14, D-69120 Heidelberg, Germany\\\\', '$^{11}$  Université de Strasbourg, CNRS, Observatoire astronomique de Strasbourg (ObAS), UMR 7550, F-67000 Strasbourg, France\\\\', '$^{12}$ Left Hand Observatory, Boulder, CO, USA\\\\', '$^{13}$ Argelander Institut für Astronomie der Universität Bonn, Auf dem Hügel 71, 53121 Bonn, Germany\\\\', '$^{14}$ Xinjiang Astronomical Observatory, Chinese Academy of Sciences, 830011 Urumqi, Xinjiang, PR China\\\\', '$^{15}$ Max-Planck-Institut f{\\""u}r Radioastronomie, Auf dem H{\\""u}gel 69, 53121 Bonn, Germany \\\\', '$^{16}$ Steward Observatory, Department of Astronomy, University of Arizona, 933 N. Cherry Avenue, Tucson, AZ 85748, USA\\\\', '$^{17}$ Doc Greiner Research Observatory-Rancho Hidalgo, Animas, New Mexico, USA \\\\', '$^{17}$ Doc Greiner Research Observatory-Rancho Hidalgo, Animas, New Mexico, USA \\\\', '$^{18}$ CHART32, CTIO, Chile\\\\', '$^{19}$ Remote Observatories Southern Alpes, Verclause, France\\\\', '$^{20}$ Black Bird Observatory II, Alder Springs, California, USA \\\\', '$^{21}$ Asociación Astronómica AstroHenares, 28823 Coslada, Madrid, Spain\\\\', '$^{22}$ Rancho del Sol Observatory, Camino, California, USA\\\\', '$^{23}$ Tivoli Southern Sky Guest Farm, Namibia\\\\', '$^{24}$ MJ Observatory, Cuenca, Spain\\\\', '$^{25}$ Universidad Internacional de Valencia (VIU), C. del Pintor Sorolla 21, 46002 Valencia, Spain\\\\']"
Is there a unique asteroseismic interior model for the solar-like oscillating KIC 7747078?,[]
ExoMol line lists -- LXIII: ExoMol line lists for 12 isotopologues of CO$_2$,[]
Low D/H ratio for benzonitrile in TMC-1: Implication for the origin of polycyclic aromatic hydrocarbons in cold dark clouds,"['\\newcommand{\\bcsj}{Bull. Chem. Soc. Japan}', '\\newcommand{\\jtki}{Jurnal Teknik Kimia Indonesia}', ""Departamento de Qu\\'imica Física y Qu\\'imica Inorg\\'anica, Facultad de Ciencias-I.U. CINQUIMA, Universidad de Valladolid, E-47011 Valladolid, Spain\\\\"", ""Centro Singular de Investigaci\\'on en Qu\\'imica Biol\\'oxica e Materiais Moleculares (CiQUS) and Departamento de Qu\\'imica Org\\'anica, Universidade de Santiago de Compostela, E-15782 Santiago de Compostela, Spain\\\\"", ""Departamento de Astrof\\'{i}sica Molecular, Instituto de F\\'{i}sica Fundamental, CSIC, Calle Serrano 123, E-28006 Madrid, Spain\\\\\\email{marcelino.agundez@csic.es}"", ""Centro de Astrobiolog\\'ia (CAB), CSIC-INTA, Camino Bajo del Castillo s/n, E-28692 Villanueva de la Ca\\~nada, Madrid, Spain""]"
